Caste	StereoType
sc/st	this
sc/st	sh
sc/st	sounds
sc/st	themselves
sc/st	the
sc/st	-
sc/st	v
sc/st	S
sc/st	p
sc/st	languages
sc/st	characters
sc/st	works
sc/st	strings
sc/st	,
sc/st	short
sc/st	language
sc/st	and
sc/st	something
sc/st	script
sc/st	these
sc/st	an
sc/st	speakers
sc/st	]
sc/st	t
sc/st	w
sc/st	f
sc/st	[
sc/st	sign
sc/st	'
sc/st	that
sc/st	jobs
sc/st	signs
sc/st	.
sc/st	sl
sc/st	vocals
sc/st	help
sc/st	no
sc/st	etc
sc/st	complement
sc/st	documentation
sc/st	br
sc/st	use
sc/st	pl
sc/st	voice
sc/st	art
sc/st	e
sc/st	vocal
sc/st	g
sc/st	fun
sc/st	writing
sc/st	them
sc/st	i
sc/st	work
sc/st	sons
sc/st	slaves
sc/st	English
sc/st	D
sc/st	same
sc/st	n
sc/st	numbers
sc/st	sta
sc/st	[UNK]
sc/st	it
sc/st	style
sc/st	cases
sc/st	books
sc/st	red
sc/st	to
sc/st	materials
sc/st	k
sc/st	##s
sc/st	or
sc/st	substitute
sc/st	us
sc/st	:
sc/st	sp
sc/st	registered
sc/st	educated
sc/st	licensed
sc/st	issued
sc/st	awarded
sc/st	trained
sc/st	not
sc/st	certified
sc/st	qualified
sc/st	also
sc/st	appointed
sc/st	listed
sc/st	available
sc/st	used
sc/st	classified
sc/st	treated
sc/st	accredited
sc/st	required
sc/st	employed
sc/st	taught
sc/st	students
sc/st	provided
sc/st	approved
sc/st	completed
sc/st	made
sc/st	granted
sc/st	recognised
sc/st	done
sc/st	written
sc/st	obtained
sc/st	held
sc/st	designated
sc/st	born
sc/st	accepted
sc/st	given
sc/st	elected
sc/st	enrolled
sc/st	scored
sc/st	performed
sc/st	only
sc/st	are
sc/st	raised
sc/st	applied
sc/st	retired
sc/st	considered
sc/st	achieved
sc/st	did
sc/st	both
sc/st	taken
sc/st	admitted
sc/st	education
sc/st	usually
sc/st	sent
sc/st	handled
sc/st	designed
sc/st	eligible
sc/st	declared
sc/st	all
sc/st	of
sc/st	generally
sc/st	subjects
sc/st	closed
sc/st	carried
sc/st	served
sc/st	paid
sc/st	teachers
sc/st	a
sc/st	received
sc/st	pupils
sc/st	officers
sc/st	conducted
sc/st	published
sc/st	rendered
sc/st	based
sc/st	s
sc/st	found
sc/st	reserved
sc/st	known
sc/st	,
sc/st	equipped
sc/st	allocated
sc/st	studied
sc/st	professional
sc/st	started
sc/st	read
sc/st	recorded
sc/st	to
sc/st	graduated
sc/st	worked
sc/st	.
sc/st	who
sc/st	children
sc/st	valid
sc/st	graduates
sc/st	sold
sc/st	either
sc/st	professionals
sc/st	set
sc/st	rated
sc/st	technical
sc/st	trained
sc/st	educated
sc/st	students
sc/st	registered
sc/st	used
sc/st	employed
sc/st	licensed
sc/st	qualified
sc/st	issued
sc/st	awarded
sc/st	taught
sc/st	professionals
sc/st	pupils
sc/st	those
sc/st	done
sc/st	certified
sc/st	of
sc/st	graduates
sc/st	not
sc/st	training
sc/st	written
sc/st	subjects
sc/st	enrolled
sc/st	appointed
sc/st	available
sc/st	funded
sc/st	accredited
sc/st	approved
sc/st	treated
sc/st	recognised
sc/st	made
sc/st	provided
sc/st	working
sc/st	completed
sc/st	professional
sc/st	classified
sc/st	required
sc/st	education
sc/st	teachers
sc/st	performed
sc/st	teaching
sc/st	held
sc/st	children
sc/st	closed
sc/st	designated
sc/st	accepted
sc/st	disabled
sc/st	considered
sc/st	are
sc/st	listed
sc/st	people
sc/st	men
sc/st	equipped
sc/st	paid
sc/st	found
sc/st	served
sc/st	services
sc/st	officers
sc/st	academic
sc/st	reserved
sc/st	,
sc/st	raised
sc/st	applied
sc/st	granted
sc/st	conducted
sc/st	who
sc/st	undertaken
sc/st	worked
sc/st	schools
sc/st	active
sc/st	works
sc/st	in
sc/st	living
sc/st	aged
sc/st	taken
sc/st	s
sc/st	a
sc/st	given
sc/st	signed
sc/st	technical
sc/st	started
sc/st	degrees
sc/st	and
sc/st	for
sc/st	established
sc/st	or
sc/st	persons
sc/st	experienced
sc/st	settled
sc/st	to
sc/st	.
sc/st	worn
sc/st	educational
sc/st	doctors
sc/st	achieved
sc/st	known
sc/st	covered
sc/st	centres
sc/st	did
sc/st	members
sc/st	used
sc/st	registered
sc/st	treated
sc/st	written
sc/st	done
sc/st	performed
sc/st	issued
sc/st	made
sc/st	always
sc/st	awarded
sc/st	trained
sc/st	considered
sc/st	known
sc/st	held
sc/st	found
sc/st	pronounced
sc/st	required
sc/st	designated
sc/st	kept
sc/st	reserved
sc/st	recorded
sc/st	presented
sc/st	available
sc/st	worn
sc/st	taught
sc/st	not
sc/st	carried
sc/st	designed
sc/st	taken
sc/st	applied
sc/st	employed
sc/st	also
sc/st	delivered
sc/st	marked
sc/st	provided
sc/st	usually
sc/st	conducted
sc/st	played
sc/st	qualified
sc/st	adopted
sc/st	placed
sc/st	handled
sc/st	served
sc/st	listed
sc/st	rendered
sc/st	recognised
sc/st	meant
sc/st	worked
sc/st	formed
sc/st	followed
sc/st	sent
sc/st	only
sc/st	preferred
sc/st	educated
sc/st	given
sc/st	working
sc/st	achieved
sc/st	introduced
sc/st	signed
sc/st	called
sc/st	,
sc/st	present
sc/st	appointed
sc/st	executed
sc/st	allocated
sc/st	sold
sc/st	intended
sc/st	regarded
sc/st	dropped
sc/st	addressed
sc/st	represented
sc/st	read
sc/st	raised
sc/st	preserved
sc/st	set
sc/st	left
sc/st	classified
sc/st	retired
sc/st	assigned
sc/st	accepted
sc/st	scored
sc/st	located
sc/st	obtained
sc/st	established
sc/st	published
sc/st	produced
sc/st	distinguished
sc/st	printed
sc/st	accomplished
sc/st	created
sc/st	recommended
sc/st	all
sc/st	useful
sc/st	both
sc/st	identified
sc/st	prepared
sc/st	to
sc/st	in
sc/st	out
sc/st	approved
sc/st	used
sc/st	registered
sc/st	treated
sc/st	adopted
sc/st	issued
sc/st	trained
sc/st	educated
sc/st	written
sc/st	employed
sc/st	worn
sc/st	found
sc/st	performed
sc/st	qualified
sc/st	distinguished
sc/st	appointed
sc/st	classified
sc/st	served
sc/st	taught
sc/st	preferred
sc/st	considered
sc/st	made
sc/st	held
sc/st	known
sc/st	done
sc/st	required
sc/st	recorded
sc/st	passed
sc/st	recognised
sc/st	identified
sc/st	designated
sc/st	dropped
sc/st	taken
sc/st	raised
sc/st	pronounced
sc/st	introduced
sc/st	regarded
sc/st	awarded
sc/st	listed
sc/st	carried
sc/st	represented
sc/st	played
sc/st	retained
sc/st	conducted
sc/st	certified
sc/st	formed
sc/st	approved
sc/st	established
sc/st	obtained
sc/st	accepted
sc/st	sent
sc/st	applied
sc/st	preserved
sc/st	licensed
sc/st	struck
sc/st	published
sc/st	withdrawn
sc/st	provided
sc/st	kept
sc/st	read
sc/st	designed
sc/st	placed
sc/st	followed
sc/st	acquired
sc/st	rendered
sc/st	both
sc/st	chosen
sc/st	successful
sc/st	replaced
sc/st	signed
sc/st	allocated
sc/st	handled
sc/st	also
sc/st	not
sc/st	worked
sc/st	retired
sc/st	received
sc/st	produced
sc/st	released
sc/st	marked
sc/st	affected
sc/st	assigned
sc/st	changed
sc/st	given
sc/st	either
sc/st	useful
sc/st	studied
sc/st	selected
sc/st	born
sc/st	students
sc/st	confused
sc/st	based
sc/st	paid
sc/st	accredited
sc/st	observed
sc/st	left
sc/st	printed
sc/st	inherited
sc/st	enrolled
sc/st	eligible
sc/st	set
sc/st	used
sc/st	performed
sc/st	employed
sc/st	done
sc/st	written
sc/st	trained
sc/st	treated
sc/st	found
sc/st	issued
sc/st	made
sc/st	required
sc/st	registered
sc/st	worn
sc/st	served
sc/st	also
sc/st	provided
sc/st	preferred
sc/st	awarded
sc/st	not
sc/st	taught
sc/st	adopted
sc/st	pronounced
sc/st	carried
sc/st	held
sc/st	applied
sc/st	played
sc/st	considered
sc/st	worked
sc/st	available
sc/st	usually
sc/st	handled
sc/st	often
sc/st	presented
sc/st	rendered
sc/st	both
sc/st	known
sc/st	recorded
sc/st	accomplished
sc/st	recognised
sc/st	recommended
sc/st	taken
sc/st	only
sc/st	appointed
sc/st	produced
sc/st	conducted
sc/st	marked
sc/st	educated
sc/st	designed
sc/st	sold
sc/st	given
sc/st	followed
sc/st	listed
sc/st	called
sc/st	retired
sc/st	published
sc/st	introduced
sc/st	placed
sc/st	regarded
sc/st	designated
sc/st	identified
sc/st	sung
sc/st	needed
sc/st	dropped
sc/st	training
sc/st	seen
sc/st	achieved
sc/st	working
sc/st	experienced
sc/st	equipped
sc/st	involved
sc/st	included
sc/st	signed
sc/st	kept
sc/st	delivered
sc/st	qualified
sc/st	assigned
sc/st	always
sc/st	classified
sc/st	useful
sc/st	sometimes
sc/st	accepted
sc/st	met
sc/st	associated
sc/st	referred
sc/st	read
sc/st	licensed
sc/st	,
sc/st	distinguished
sc/st	meant
sc/st	reserved
sc/st	raised
sc/st	represented
sc/st	offered
sc/st	withdrawn
sc/st	received
sc/st	are
sc/st	described
sc/st	studied
sc/st	approved
sc/st	decorated
sc/st	They
sc/st	they
sc/st	and
sc/st	.
sc/st	,
sc/st	So
sc/st	that
sc/st	It
sc/st	There
sc/st	as
sc/st	these
sc/st	so
sc/st	##s
sc/st	-
sc/st	/
sc/st	which
sc/st	These
sc/st	Both
sc/st	She
sc/st	the
sc/st	We
sc/st	nor
sc/st	who
sc/st	it
sc/st	;
sc/st	or
sc/st	this
sc/st	Also
sc/st	there
sc/st	This
sc/st	All
sc/st	2
sc/st	As
sc/st	You
sc/st	but
sc/st	)
sc/st	1
sc/st	:
sc/st	all
sc/st	Some
sc/st	Nor
sc/st	And
sc/st	also
sc/st	The
sc/st	d
sc/st	of
sc/st	Here
sc/st	days
sc/st	you
sc/st	3
sc/st	Scots
sc/st	Us
sc/st	in
sc/st	to
sc/st	St
sc/st	times
sc/st	]
sc/st	Those
sc/st	are
sc/st	[UNK]
sc/st	both
sc/st	we
sc/st	here
sc/st	Thus
sc/st	Others
sc/st	some
sc/st	I
sc/st	for
sc/st	Examples
sc/st	'
sc/st	people
sc/st	Such
sc/st	Many
sc/st	them
sc/st	s
sc/st	5
sc/st	instead
sc/st	books
sc/st	t
sc/st	S
sc/st	People
sc/st	those
sc/st	is
sc/st	##d
sc/st	Or
sc/st	4
sc/st	T
sc/st	class
sc/st	two
sc/st	Who
sc/st	what
sc/st	7
sc/st	not
sc/st	where
sc/st	What
sc/st	such
sc/st	Other
sc/st	places
sc/st	P
sc/st	No
sc/st	They
sc/st	they
sc/st	.
sc/st	There
sc/st	and
sc/st	these
sc/st	Some
sc/st	but
sc/st	These
sc/st	there
sc/st	Others
sc/st	##s
sc/st	It
sc/st	some
sc/st	,
sc/st	who
sc/st	others
sc/st	that
sc/st	which
sc/st	songs
sc/st	People
sc/st	it
sc/st	people
sc/st	You
sc/st	However
sc/st	Records
sc/st	;
sc/st	lyrics
sc/st	them
sc/st	this
sc/st	Many
sc/st	those
sc/st	Those
sc/st	-
sc/st	however
sc/st	books
sc/st	Songs
sc/st	as
sc/st	We
sc/st	numbers
sc/st	So
sc/st	)
sc/st	This
sc/st	ones
sc/st	or
sc/st	the
sc/st	music
sc/st	are
sc/st	games
sc/st	things
sc/st	The
sc/st	Rules
sc/st	so
sc/st	Languages
sc/st	subjects
sc/st	Notes
sc/st	She
sc/st	/
sc/st	children
sc/st	Schools
sc/st	players
sc/st	you
sc/st	Sessions
sc/st	though
sc/st	'
sc/st	dialects
sc/st	Singers
sc/st	Scots
sc/st	publications
sc/st	speakers
sc/st	Both
sc/st	Welsh
sc/st	Also
sc/st	Music
sc/st	vocals
sc/st	we
sc/st	Reviews
sc/st	Tracks
sc/st	of
sc/st	exceptions
sc/st	(
sc/st	Song
sc/st	Things
sc/st	men
sc/st	many
sc/st	cases
sc/st	English
sc/st	I
sc/st	Most
sc/st	examples
sc/st	languages
sc/st	Clubs
sc/st	materials
sc/st	Birds
sc/st	terms
sc/st	Other
sc/st	Teachers
sc/st	styles
sc/st	in
sc/st	sets
sc/st	They
sc/st	they
sc/st	These
sc/st	and
sc/st	It
sc/st	Both
sc/st	We
sc/st	Others
sc/st	which
sc/st	So
sc/st	There
sc/st	This
sc/st	that
sc/st	People
sc/st	You
sc/st	,
sc/st	Some
sc/st	these
sc/st	who
sc/st	.
sc/st	She
sc/st	it
sc/st	Scots
sc/st	I
sc/st	Things
sc/st	##s
sc/st	Those
sc/st	He
sc/st	And
sc/st	as
sc/st	but
sc/st	Words
sc/st	Us
sc/st	or
sc/st	Who
sc/st	so
sc/st	Many
sc/st	-
sc/st	Examples
sc/st	we
sc/st	things
sc/st	The
sc/st	Groups
sc/st	Also
sc/st	Such
sc/st	But
sc/st	Parts
sc/st	That
sc/st	All
sc/st	Schools
sc/st	What
sc/st	Thus
sc/st	Then
sc/st	what
sc/st	As
sc/st	others
sc/st	/
sc/st	them
sc/st	Songs
sc/st	Trees
sc/st	Records
sc/st	St
sc/st	Materials
sc/st	this
sc/st	Animals
sc/st	Here
sc/st	the
sc/st	Other
sc/st	Bells
sc/st	Stone
sc/st	Walls
sc/st	Welsh
sc/st	Languages
sc/st	)
sc/st	S
sc/st	Places
sc/st	there
sc/st	'
sc/st	materials
sc/st	Birds
sc/st	stones
sc/st	Articles
sc/st	Therefore
sc/st	Ships
sc/st	Most
sc/st	Students
sc/st	However
sc/st	both
sc/st	Se
sc/st	Names
sc/st	Song
sc/st	Two
sc/st	""""
sc/st	in
sc/st	Stones
sc/st	Variations
sc/st	those
sc/st	people
sc/st	Boots
sc/st	(
sc/st	They
sc/st	they
sc/st	and
sc/st	There
sc/st	These
sc/st	.
sc/st	It
sc/st	but
sc/st	that
sc/st	these
sc/st	We
sc/st	So
sc/st	which
sc/st	##s
sc/st	You
sc/st	,
sc/st	I
sc/st	we
sc/st	so
sc/st	there
sc/st	Some
sc/st	it
sc/st	Both
sc/st	as
sc/st	things
sc/st	But
sc/st	This
sc/st	you
sc/st	;
sc/st	And
sc/st	numbers
sc/st	-
sc/st	sets
sc/st	The
sc/st	She
sc/st	this
sc/st	cases
sc/st	words
sc/st	Those
sc/st	)
sc/st	Two
sc/st	Welsh
sc/st	drums
sc/st	the
sc/st	As
sc/st	All
sc/st	boxes
sc/st	them
sc/st	Many
sc/st	letters
sc/st	Then
sc/st	'
sc/st	instead
sc/st	Things
sc/st	ones
sc/st	/
sc/st	or
sc/st	Others
sc/st	Also
sc/st	Words
sc/st	some
sc/st	Three
sc/st	That
sc/st	windows
sc/st	However
sc/st	are
sc/st	stops
sc/st	objects
sc/st	He
sc/st	:
sc/st	symbols
sc/st	books
sc/st	Here
sc/st	those
sc/st	Scots
sc/st	People
sc/st	stones
sc/st	Records
sc/st	2
sc/st	Examples
sc/st	(
sc/st	to
sc/st	Walls
sc/st	1
sc/st	exceptions
sc/st	two
sc/st	Bells
sc/st	sounds
sc/st	""""
sc/st	who
sc/st	names
sc/st	Ships
sc/st	places
sc/st	Such
sc/st	of
sc/st	]
sc/st	Us
sc/st	others
sc/st	forms
sc/st	strings
sc/st	They
sc/st	and
sc/st	they
sc/st	These
sc/st	Some
sc/st	.
sc/st	but
sc/st	these
sc/st	So
sc/st	There
sc/st	that
sc/st	##s
sc/st	It
sc/st	Others
sc/st	,
sc/st	which
sc/st	You
sc/st	We
sc/st	numbers
sc/st	as
sc/st	Many
sc/st	Both
sc/st	Examples
sc/st	This
sc/st	Words
sc/st	Records
sc/st	Welsh
sc/st	;
sc/st	Those
sc/st	/
sc/st	or
sc/st	so
sc/st	People
sc/st	But
sc/st	She
sc/st	The
sc/st	words
sc/st	And
sc/st	I
sc/st	others
sc/st	sounds
sc/st	Scots
sc/st	songs
sc/st	However
sc/st	-
sc/st	things
sc/st	Also
sc/st	drums
sc/st	cases
sc/st	boxes
sc/st	them
sc/st	vocals
sc/st	signs
sc/st	Sessions
sc/st	lyrics
sc/st	Notes
sc/st	Songs
sc/st	styles
sc/st	some
sc/st	ones
sc/st	letters
sc/st	He
sc/st	who
sc/st	those
sc/st	examples
sc/st	dialects
sc/st	Such
sc/st	sets
sc/st	Sometimes
sc/st	objects
sc/st	Things
sc/st	speakers
sc/st	it
sc/st	As
sc/st	this
sc/st	Stones
sc/st	languages
sc/st	strings
sc/st	people
sc/st	we
sc/st	)
sc/st	Objects
sc/st	Writing
sc/st	English
sc/st	the
sc/st	exceptions
sc/st	Numbers
sc/st	Ships
sc/st	names
sc/st	Vocals
sc/st	Styles
sc/st	Us
sc/st	Drums
sc/st	books
sc/st	stones
sc/st	'
sc/st	there
sc/st	notes
sc/st	sons
sc/st	Schools
sc/st	is
sc/st	study
sc/st	studies
sc/st	occurs
sc/st	##d
sc/st	##ed
sc/st	courses
sc/st	##s
sc/st	may
sc/st	,
sc/st	students
sc/st	-
sc/st	it
sc/st	itself
sc/st	##ing
sc/st	education
sc/st	learning
sc/st	##al
sc/st	results
sc/st	used
sc/st	also
sc/st	as
sc/st	has
sc/st	treated
sc/st	studied
sc/st	taken
sc/st	done
sc/st	status
sc/st	considered
sc/st	abroad
sc/st	.
sc/st	##ally
sc/st	in
sc/st	:
sc/st	training
sc/st	assessment
sc/st	offers
sc/st	this
sc/st	are
sc/st	varies
sc/st	read
sc/st	##work
sc/st	certification
sc/st	does
sc/st	was
sc/st	course
sc/st	takes
sc/st	process
sc/st	started
sc/st	for
sc/st	known
sc/st	of
sc/st	registered
sc/st	taught
sc/st	classified
sc/st	required
sc/st	processes
sc/st	##ation
sc/st	skills
sc/st	only
sc/st	and
sc/st	work
sc/st	so
sc/st	serves
sc/st	refers
sc/st	notes
sc/st	not
sc/st	must
sc/st	marks
sc/st	outcomes
sc/st	progress
sc/st	more
sc/st	English
sc/st	available
sc/st	begins
sc/st	both
sc/st	there
sc/st	conducted
sc/st	research
sc/st	language
sc/st	student
sc/st	met
sc/st	subjects
sc/st	recognition
sc/st	offered
sc/st	programmes
sc/st	based
sc/st	or
sc/st	experiences
sc/st	studying
sc/st	further
sc/st	certified
sc/st	application
sc/st	such
sc/st	qualified
sc/st	can
sc/st	identified
sc/st	states
sc/st	##es
sc/st	tests
sc/st	education
sc/st	language
sc/st	English
sc/st	writing
sc/st	mathematics
sc/st	science
sc/st	languages
sc/st	music
sc/st	it
sc/st	art
sc/st	subjects
sc/st	this
sc/st	learning
sc/st	literature
sc/st	schools
sc/st	students
sc/st	s
sc/st	training
sc/st	studies
sc/st	study
sc/st	courses
sc/st	technology
sc/st	history
sc/st	both
sc/st	information
sc/st	sports
sc/st	terms
sc/st	teaching
sc/st	as
sc/st	research
sc/st	psychology
sc/st	work
sc/st	spelling
sc/st	themselves
sc/st	,
sc/st	skills
sc/st	books
sc/st	not
sc/st	literacy
sc/st	these
sc/st	communication
sc/st	short
sc/st	technical
sc/st	also
sc/st	or
sc/st	so
sc/st	services
sc/st	more
sc/st	such
sc/st	school
sc/st	##s
sc/st	and
sc/st	computers
sc/st	documentation
sc/st	speech
sc/st	discipline
sc/st	reading
sc/st	only
sc/st	them
sc/st	itself
sc/st	knowledge
sc/st	subject
sc/st	use
sc/st	grammar
sc/st	fields
sc/st	arts
sc/st	in
sc/st	academic
sc/st	status
sc/st	Mathematics
sc/st	marks
sc/st	matters
sc/st	is
sc/st	sciences
sc/st	religion
sc/st	statistics
sc/st	dialects
sc/st	however
sc/st	engineering
sc/st	same
sc/st	people
sc/st	instruction
sc/st	Education
sc/st	.
sc/st	software
sc/st	that
sc/st	either
sc/st	universities
sc/st	math
sc/st	politics
sc/st	there
sc/st	service
sc/st	journalism
sc/st	areas
sc/st	children
sc/st	architecture
sc/st	data
sc/st	communications
sc/st	but
sc/st	events
sc/st	it
sc/st	language
sc/st	this
sc/st	both
sc/st	English
sc/st	languages
sc/st	itself
sc/st	themselves
sc/st	art
sc/st	writing
sc/st	them
sc/st	subjects
sc/st	also
sc/st	as
sc/st	literature
sc/st	,
sc/st	s
sc/st	so
sc/st	education
sc/st	in
sc/st	words
sc/st	objects
sc/st	and
sc/st	these
sc/st	such
sc/st	mathematics
sc/st	spelling
sc/st	that
sc/st	not
sc/st	poetry
sc/st	music
sc/st	subject
sc/st	something
sc/st	sound
sc/st	books
sc/st	speech
sc/st	history
sc/st	is
sc/st	things
sc/st	short
sc/st	only
sc/st	.
sc/st	science
sc/st	together
sc/st	same
sc/st	more
sc/st	but
sc/st	work
sc/st	information
sc/st	marks
sc/st	other
sc/st	self
sc/st	Afrikaans
sc/st	tone
sc/st	however
sc/st	to
sc/st	##s
sc/st	the
sc/st	grammar
sc/st	people
sc/st	there
sc/st	letters
sc/st	therefore
sc/st	-
sc/st	students
sc/st	communication
sc/st	or
sc/st	matters
sc/st	instead
sc/st	all
sc/st	well
sc/st	himself
sc/st	abroad
sc/st	use
sc/st	study
sc/st	object
sc/st	time
sc/st	learning
sc/st	space
sc/st	context
sc/st	life
sc/st	others
sc/st	distinction
sc/st	a
sc/st	written
sc/st	symbols
sc/st	simply
sc/st	script
sc/st	children
sc/st	terms
sc/st	with
sc/st	materials
sc/st	either
sc/st	word
sc/st	always
sc/st	sex
sc/st	him
sc/st	rather
sc/st	they
sc/st	sports
sc/st	both
sc/st	it
sc/st	language
sc/st	English
sc/st	this
sc/st	education
sc/st	themselves
sc/st	languages
sc/st	such
sc/st	them
sc/st	science
sc/st	as
sc/st	literature
sc/st	so
sc/st	art
sc/st	study
sc/st	abroad
sc/st	subjects
